frequency,wavelength,ajoint,score,fx_over_abs_fy,abs_fy_over_fx,mean_fx,mean_fy,mean_abs_fy,mean_force_mag,peak_force_mag,energy_proxy
0.6,0.9555555555555556,0.2,-1.7084330190766017,0.052843695052215374,18.923733456032743,0.031804097577862796,0.09068760556162048,0.6018522653731321,0.607289604425303,0.9989070091834619,0.02000182018927901
0.6,2.2,0.1,-1.7186969252561723,0.02304494675198041,43.393461081183155,0.013390698647384968,0.10204585771493754,0.5810687606051516,0.6010846784624686,0.9720780772676054,0.005093517541767204
0.5,0.8,0.3,-1.748122642579959,-0.06255296571629226,inf,-0.03513201443754825,-8.363846450112078e-05,0.5616362715221018,0.5741183095553067,0.9578258760190258,0.04499999999953073
1.0,0.9555555555555556,0.1,-1.7504510374249083,-0.00441302526615836,inf,-0.002529057004219691,-5.955030624079427e-06,0.5730891739084225,0.5766801219184137,0.7693848707820433,0.004999999999954772
0.9,1.1111111111111112,0.1,-1.7646454011292239,0.010343508750092625,96.6789920287973,0.006066764483099541,-0.08675287413129827,0.5865286751021711,0.5907106030900098,0.8743261545161426,0.005051771204768123
0.7,0.8,0.2,-1.7757394964410456,-0.07161667509494105,inf,-0.04073932574248718,0.14820050713070332,0.5688525149831339,0.5785819365190039,0.880017151438531,0.020075852029282786
0.5,0.9555555555555556,0.25,-1.7780624594455008,0.052358315011744705,19.099163137233997,0.03277386623337875,1.3589650961989719e-05,0.6259534178291856,0.6325817507565545,1.0651093906889413,0.031249999999717587
0.8,1.2666666666666666,0.1,-1.7976354500659664,0.02299523529316189,43.48726974310938,0.013974571942745737,-0.035697138749592225,0.607715979618672,0.6134340105274716,0.8967769057226919,0.004938400742260838
0.9,0.8,0.15,-1.8095467712612814,-0.04966507749577223,inf,-0.028993868169629223,-0.08760843104810451,0.5837878370792302,0.5932915778672523,0.863234948290876,0.011372431512891306
0.6,0.8,0.25,-1.8258243175016002,-0.029097108057382567,inf,-0.017253826558805228,0.09581154484510133,0.5929739314566541,0.6038940276851704,0.9752990621261054,0.030710909509262075
0.7,1.577777777777778,0.1,-1.8285275227891131,0.006180562258812158,161.79757732789022,0.003735633263076663,0.15468338760327488,0.6044164117512852,0.6168715114741244,0.959107164716219,0.005016573860716552
